# Aspell Character Data File.  Do Not Edit!
is13194-bn
91	other	91	91	91	0	91	91
92	other	92	92	92	0	92	92
93	other	93	93	93	0	93	93
94	other	94	94	94	0	94	94
95	other	95	95	95	0	95	95
96	other	96	96	96	0	96	96
97	letter	97	65	65	0	97	97
98	letter	98	66	66	66	98	98
99	letter	99	67	67	67	99	99
100	letter	100	68	68	68	100	100
101	letter	101	69	69	0	101	101
102	letter	102	70	70	70	102	102
103	letter	103	71	71	71	103	103
104	letter	104	72	72	72	104	104
105	letter	105	73	73	0	105	105
106	letter	106	74	74	74	106	106
107	letter	107	75	75	75	107	107
108	letter	108	76	76	76	108	108
109	letter	109	77	77	77	109	109
110	letter	110	78	78	78	110	110
111	letter	111	79	79	0	111	111
112	letter	112	80	80	80	112	112
113	letter	113	81	81	81	113	113
114	letter	114	82	82	82	114	114
115	letter	115	83	83	83	115	115
116	letter	116	84	84	84	116	116
117	letter	117	85	85	0	117	117
118	letter	118	86	86	86	118	118
119	letter	119	87	87	87	119	119
120	letter	120	88	88	88	120	120
121	letter	121	89	89	0	121	121
122	letter	122	90	90	90	122	122
123	other	123	123	123	0	123	123
124	other	124	124	124	0	124	124
125	other	125	125	125	0	125	125
126	other	126	126	126	0	126	126
127	other	127	127	127	0	127	127
128	other	128	128	128	0	128	128
2433	letter	129	129	129	0	129	129
2434	letter	130	130	130	0	130	130
2435	letter	131	131	131	0	131	131
132	other	132	132	132	0	132	132
2437	letter	133	133	133	133	133	133
2438	letter	134	134	134	134	134	134
2439	letter	135	135	135	135	135	135
2440	letter	136	136	136	136	136	136
2441	letter	137	137	137	137	137	137
2442	letter	138	138	138	138	138	138
2443	letter	139	139	139	139	139	139
2444	letter	140	140	140	140	140	140
141	other	141	141	141	0	141	141
142	other	142	142	142	0	142	142
2447	letter	143	143	143	143	143	143
2448	letter	144	144	144	144	144	144
145	other	145	145	145	0	145	145
146	other	146	146	146	0	146	146
2451	letter	147	147	147	147	147	147
2452	letter	148	148	148	148	148	148
2453	letter	149	149	149	149	149	149
2454	letter	150	150	150	150	150	150
2455	letter	151	151	151	151	151	151
2456	letter	152	152	152	152	152	152
2457	letter	153	153	153	153	153	153
2458	letter	154	154	154	154	154	154
2459	letter	155	155	155	155	155	155
2460	letter	156	156	156	156	156	156
2461	letter	157	157	157	157	157	157
2462	letter	158	158	158	158	158	158
2463	letter	159	159	159	159	159	159
2464	letter	160	160	160	160	160	160
2465	letter	161	161	161	161	161	161
2466	letter	162	162	162	162	162	162
2467	letter	163	163	163	163	163	163
2468	letter	164	164	164	164	164	164
2469	letter	165	165	165	165	165	165
2470	letter	166	166	166	166	166	166
2471	letter	167	167	167	167	167	167
2472	letter	168	168	168	168	168	168
169	other	169	169	169	0	169	169
2474	letter	170	170	170	170	170	170
2475	letter	171	171	171	171	171	171
2476	letter	172	172	172	172	172	172
2477	letter	173	173	173	173	173	173
2478	letter	174	174	174	174	174	174
2479	letter	175	175	175	175	175	175
2480	letter	176	176	176	176	176	176
177	other	177	177	177	0	177	177
2482	letter	178	178	178	178	178	178
179	other	179	179	179	0	179	179
180	other	180	180	180	0	180	180
181	other 	181	181	181	181	181	181
2486	letter	182	182	182	182	182	182
2487	letter	183	183	183	183	183	183
2488	letter	184	184	184	184	184	184
2489	letter	185	185	185	185	185	185
186	other 	186	186	186	186	186	186
187	other	187	187	187	0	187	187
2492	letter	188	188	188	0	188	188
189	other	189	189	189	0	189	189
2494	letter	190	190	190	0	190	190
2495	letter	191	191	191	0	191	191
2496	letter	192	192	192	0	192	192
2497	letter	193	193	193	0	193	193
2498	letter	194	194	194	0	194	194
2499	letter	195	195	195	0	195	195
2500	letter	196	196	196	0	196	196
197	other 	229	197	197	0	97	65
198	other 	230	198	198	0	230	198
2503	letter	199	199	199	0	199	199
2504	letter	200	200	200	0	200	200
201	other 	233	201	201	0	101	69
202	other 	234	202	202	0	101	69
2507	letter	203	203	203	0	203	203
2508	letter	204	204	204	0	204	204
2509	letter	205	205	205	0	205	205
206	other	238	206	206	0	105	73
207	other	239	207	207	0	105	73
208	other	240	208	208	208	240	208
209	other	241	209	209	78	110	78
210	other	242	210	210	0	111	79
211	other	243	211	211	0	111	79
212	other	244	212	212	0	111	79
213	other	245	213	213	0	111	79
214	other	246	214	214	0	111	79
2519	letter	215	215	215	0	215	215
216	other	248	216	216	0	111	79
217	other	249	217	217	0	117	85
218	other	250	218	218	0	117	85
219	other	251	219	219	0	117	85
2524	letter	220	220	220	220	220	220
2525	letter	221	221	221	221	221	221
222	other	254	222	222	222	254	222
2527	letter	223	223	223	223	223	223
2528	letter	224	224	224	224	224	224
2529	letter	225	225	225	225	225	225
2530	letter	226	226	226	0	226	226
2531	letter	227	227	227	0	227	227
228	other	228	196	196	0	97	97
229	other	229	197	197	0	97	97
2534	letter	230	230	230	0	230	230
2535	letter	231	231	231	0	231	231
2536	letter	232	232	232	0	232	232
2537	letter	233	233	233	0	233	233
2538	letter	234	234	234	0	234	234
2539	letter	235	235	235	0	235	235
2540	letter	236	236	236	0	236	236
2541	letter	237	237	237	0	237	237
2542	letter	238	238	238	0	238	238
2543	letter	239	239	239	0	239	239
2544	letter	240	240	240	176	176	176
2545	letter	241	241	241	176	176	176
2546	letter	242	242	242	0	242	242
2547	letter	243	243	243	0	243	243
2548	letter	244	244	244	0	244	244
2549	letter	245	245	245	0	245	245
2550	letter	246	246	246	0	246	246
2551	letter	247	247	247	0	247	247
2552	letter	248	248	248	0	248	248
2553	letter	249	249	249	0	249	249
2554	letter	250	250	250	0	250	250
251	other	251	219	219	0	117	117
252	other	252	220	220	0	117	117
253	other	253	221	221	0	121	121
254	other	254	222	222	222	254	254
255	other	255	255	255	0	121	121
